region,district,area,table,row,column,value,row_no
kl,j,j20,5,a78_<,d77_female,134.0,78
kl,j,j20,5,a80_2000,d77_female,613.0,80
kl,j,j20,5,a82_4000,d77_female,342.0,82
kl,j,j20,5,a84_6000,d77_female,811.0,84
kl,j,j20,5,a86_8000,d77_female,730.0,86
kl,j,j20,5,a88_10000,d77_female,833.0,88
kl,j,j20,5,a90_15000,d77_female,425.0,90
kl,j,j20,5,a92_20000,d77_female,340.0,92
kl,j,j20,5,a94_25000,d77_female,208.0,94
kl,j,j20,5,a96_30000,d77_female,173.0,96
kl,j,j20,5,a98_40000,d77_female,61.0,98
kl,j,j20,5,a100_>=,d77_female,6.0,100
