region,district,area,table,row,column,value,row_no
nt,n,n10,5,a78_<,c77_male,12.0,78
nt,n,n10,5,a80_2000,c77_male,18.0,80
nt,n,n10,5,a82_4000,c77_male,89.0,82
nt,n,n10,5,a84_6000,c77_male,316.0,84
nt,n,n10,5,a86_8000,c77_male,355.0,86
nt,n,n10,5,a88_10000,c77_male,722.0,88
nt,n,n10,5,a90_15000,c77_male,399.0,90
nt,n,n10,5,a92_20000,c77_male,361.0,92
nt,n,n10,5,a94_25000,c77_male,421.0,94
nt,n,n10,5,a96_30000,c77_male,519.0,96
nt,n,n10,5,a98_40000,c77_male,267.0,98
nt,n,n10,5,a100_>=,c77_male,154.0,100
