region,district,area,table,row,column,value,row_no
kl,h,h07,5,a78_<,d77_female,103.0,78
kl,h,h07,5,a80_2000,d77_female,626.0,80
kl,h,h07,5,a82_4000,d77_female,253.0,82
kl,h,h07,5,a84_6000,d77_female,586.0,84
kl,h,h07,5,a86_8000,d77_female,695.0,86
kl,h,h07,5,a88_10000,d77_female,958.0,88
kl,h,h07,5,a90_15000,d77_female,784.0,90
kl,h,h07,5,a92_20000,d77_female,502.0,92
kl,h,h07,5,a94_25000,d77_female,200.0,94
kl,h,h07,5,a96_30000,d77_female,395.0,96
kl,h,h07,5,a98_40000,d77_female,109.0,98
kl,h,h07,5,a100_>=,d77_female,21.0,100
