region,district,area,table,row,column,value,row_no
hk,a,a01,5,a78_<,e77_both,79.0,78
hk,a,a01,5,a80_2000,e77_both,1179.0,80
hk,a,a01,5,a82_4000,e77_both,514.0,82
hk,a,a01,5,a84_6000,e77_both,584.0,84
hk,a,a01,5,a86_8000,e77_both,547.0,86
hk,a,a01,5,a88_10000,e77_both,1129.0,88
hk,a,a01,5,a90_15000,e77_both,840.0,90
hk,a,a01,5,a92_20000,e77_both,783.0,92
hk,a,a01,5,a94_25000,e77_both,375.0,94
hk,a,a01,5,a96_30000,e77_both,434.0,96
hk,a,a01,5,a98_40000,e77_both,786.0,98
hk,a,a01,5,a100_>=,e77_both,1084.0,100
