region,district,area,table,row,column,value,row_no
nt,p,p18,5,a78_<,e77_both,89.0,78
nt,p,p18,5,a80_2000,e77_both,1453.0,80
nt,p,p18,5,a82_4000,e77_both,534.0,82
nt,p,p18,5,a84_6000,e77_both,472.0,84
nt,p,p18,5,a86_8000,e77_both,535.0,86
nt,p,p18,5,a88_10000,e77_both,1378.0,88
nt,p,p18,5,a90_15000,e77_both,1098.0,90
nt,p,p18,5,a92_20000,e77_both,1039.0,92
nt,p,p18,5,a94_25000,e77_both,637.0,94
nt,p,p18,5,a96_30000,e77_both,852.0,96
nt,p,p18,5,a98_40000,e77_both,621.0,98
nt,p,p18,5,a100_>=,e77_both,736.0,100
