region,district,area,table,row,column,value,row_no
nt,p,p12,5,a78_<,d77_female,133.0,78
nt,p,p12,5,a80_2000,d77_female,1004.0,80
nt,p,p12,5,a82_4000,d77_female,140.0,82
nt,p,p12,5,a84_6000,d77_female,263.0,84
nt,p,p12,5,a86_8000,d77_female,282.0,86
nt,p,p12,5,a88_10000,d77_female,814.0,88
nt,p,p12,5,a90_15000,d77_female,395.0,90
nt,p,p12,5,a92_20000,d77_female,493.0,92
nt,p,p12,5,a94_25000,d77_female,121.0,94
nt,p,p12,5,a96_30000,d77_female,307.0,96
nt,p,p12,5,a98_40000,d77_female,387.0,98
nt,p,p12,5,a100_>=,d77_female,153.0,100
