region,district,area,table,row,column,value,row_no
hk,c,c20,5,a78_<,d77_female,19.0,78
hk,c,c20,5,a80_2000,d77_female,1261.0,80
hk,c,c20,5,a82_4000,d77_female,283.0,82
hk,c,c20,5,a84_6000,d77_female,401.0,84
hk,c,c20,5,a86_8000,d77_female,553.0,86
hk,c,c20,5,a88_10000,d77_female,853.0,88
hk,c,c20,5,a90_15000,d77_female,403.0,90
hk,c,c20,5,a92_20000,d77_female,328.0,92
hk,c,c20,5,a94_25000,d77_female,252.0,94
hk,c,c20,5,a96_30000,d77_female,435.0,96
hk,c,c20,5,a98_40000,d77_female,225.0,98
hk,c,c20,5,a100_>=,d77_female,126.0,100
