region,district,area,table,row,column,value,row_no
hk,a,a01,5,a78_<,d77_female,39.0,78
hk,a,a01,5,a80_2000,d77_female,1037.0,80
hk,a,a01,5,a82_4000,d77_female,398.0,82
hk,a,a01,5,a84_6000,d77_female,387.0,84
hk,a,a01,5,a86_8000,d77_female,185.0,86
hk,a,a01,5,a88_10000,d77_female,317.0,88
hk,a,a01,5,a90_15000,d77_female,229.0,90
hk,a,a01,5,a92_20000,d77_female,367.0,92
hk,a,a01,5,a94_25000,d77_female,134.0,94
hk,a,a01,5,a96_30000,d77_female,156.0,96
hk,a,a01,5,a98_40000,d77_female,335.0,98
hk,a,a01,5,a100_>=,d77_female,280.0,100
