region,district,area,table,row,column,value,row_no
nt,t,t02,5,a78_<,c77_male,32.0,78
nt,t,t02,5,a80_2000,c77_male,167.0,80
nt,t,t02,5,a82_4000,c77_male,278.0,82
nt,t,t02,5,a84_6000,c77_male,628.0,84
nt,t,t02,5,a86_8000,c77_male,1011.0,86
nt,t,t02,5,a88_10000,c77_male,1768.0,88
nt,t,t02,5,a90_15000,c77_male,688.0,90
nt,t,t02,5,a92_20000,c77_male,133.0,92
nt,t,t02,5,a94_25000,c77_male,23.0,94
nt,t,t02,5,a96_30000,c77_male,20.0,96
nt,t,t02,5,a98_40000,c77_male,17.0,98
nt,t,t02,5,a100_>=,c77_male,39.0,100
